CALON LEGISLATIF,KABUPATEN,KECAMATAN,SUARA
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",BENGKALIS,SIAK KECIL,57
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",BENGKALIS,TALANG MUANDAU,77
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,BENAI,21
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,CERENTI,44
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,GUNUNGTOAR,8
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,HULU KUANTAN,37
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,INUMAN,13
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,KUANTAN HILIR,15
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,KUANTAN HILIR SEBERANG,16
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,KUANTAN MUDIK,31
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,KUANTAN TENGAH,68
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,LOGAS TANAH DARAT,133
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,PANGEAN,80
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,PUCUK RANTAU,13
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,SENTAJO RAYA,51
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,SINGINGI,75
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KUANTAN SINGINGI,SINGINGI HILIR,133
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",PELALAWAN,BANDAR PETALANGAN,120
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",PELALAWAN,BANDAR SEI KIJANG,362
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",PELALAWAN,BUNUT,120
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",PELALAWAN,KERUMUTAN,247
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",PELALAWAN,KUALA KAMPAR,190
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",PELALAWAN,LANGGAM,240
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",PELALAWAN,PANGKALAN KERINCI,"1,023"
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",PELALAWAN,PANGKALAN KURAS,570
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",PELALAWAN,PANGKALAN LESUNG,90
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",PELALAWAN,PELALAWAN,331
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",PELALAWAN,TELUK MERANTI,37
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",PELALAWAN,UKUI,237
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,BUNGA RAYA,0
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,DAYUN,253
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,KANDIS,214
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,KERINCI KANAN,166
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,KOTO GASIB,7
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,LUBUK DALAM,210
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,MEMPURA,10
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,MINAS,907
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,PUSAKO,8
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,SABAK AUH,1
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,SIAK,41
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,SUNGAI APIT,94
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,SUNGAI MANDAU,56
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",SIAK,TUALANG,516
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KEPULAUAN MERANTI,MERBAU,44
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KEPULAUAN MERANTI,PULAUMERBAU,47
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KEPULAUAN MERANTI,RANGSANG,83
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KEPULAUAN MERANTI,RANGSANG BARAT,63
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KEPULAUAN MERANTI,RANGSANG PESISIR,104
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KEPULAUAN MERANTI,TASIK PUTRI PUYU,100
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KEPULAUAN MERANTI,TEBING TINGGI,316
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KEPULAUAN MERANTI,TEBING TINGGI BARAT,72
"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",KEPULAUAN MERANTI,TEBING TINGGI TIMUR,40
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,BINAWIDYA,292
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,BUKIT RAYA,416
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,KULIM,237
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,LIMA PULUH,169
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,MARPOYAN DAMAI,541
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,PAYUNG SEKAKI,212
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,PEKANBARU KOTA,84
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,RUMBAI,332
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,RUMBAI BARAT,109
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,RUMBAI TIMUR,182
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,SAIL,110
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,SENAPELAN,403
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,SUKAJADI,183
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,TENAYAN RAYA,555
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA PEKANBARU,TUAHMADANI,743
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,BANGKINANG,40
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,BANGKINANG KOTA,83
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,GUNUNG SAHILAN,90
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,KAMPA,110
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,KAMPAR,147
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,KAMPAR KIRI,157
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,KAMPAR KIRI HILIR,55
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,KAMPAR KIRI HULU,22
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,KAMPAR KIRI TENGAH,95
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,KAMPAR UTARA,31
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,KOTO KAMPAR HULU,47
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,KUOK,43
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,PERHENTIAN RAJA,74
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,RUMBIO JAYA,102
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,SALO,33
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,SIAK HULU,264
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,TAMBANG,189
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,TAPUNG,369
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,TAPUNG HILIR,302
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,TAPUNG HULU,161
"H. HERMAN MASKAR, S.Pd., M.Si.",KAMPAR,XIII KOTO KAMPAR,74
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,BATANG CENAKU,336
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,BATANG GANGSAL,271
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,BATANG PERANAP,40
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,KELAYANG,279
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,KUALA CENAKU,98
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,LIRIK,150
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,LUBUK BATU JAYA,88
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,PASIR PENYU,114
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,PERANAP,109
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,RAKIT KULIM,74
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,RENGAT,208
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,RENGAT BARAT,278
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,SIBERIDA,177
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HULU,SUNGAI LALA,44
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,BATANG TUAKA,108
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,CONCONG,24
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,ENOK,98
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,GAUNG,47
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,GAUNG ANAK SERKA,75
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,KATEMAN,111
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,KEMPAS,109
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,KEMUNING,94
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,KERITANG,112
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,KUALA INDRAGIRI,99
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,MANDAH,130
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,PELANGIRAN,78
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,PULAU BURUNG,68
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,RETEH,118
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,SUNGAI BATANG,18
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,TANAH MERAH,92
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,TELUK BELENGKONG,53
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,TEMBILAHAN,369
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,TEMBILAHAN HULU,178
"H. HERMAN MASKAR, S.Pd., M.Si.",INDRAGIRI HILIR,TEMPULING,182
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,BAGAN SINEMBAH RAYA,76
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,BAGANSINEMBAH,221
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,BALAI JAYA,39
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,BANGKO,159
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,BANGKO PUSAKO,54
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,BATU HAMPAR,11
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,KUBU,62
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,KUBU BABUSSALAM,21
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,PASIR LIMAU KAPAS,59
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,PEKAITAN,33
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,PUJUD,146
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,RANTAU KOPAR,2
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,RIMBA MELINTANG,38
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,SIMPANG KANAN,187
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,SINABOI,29
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,TANAH PUTIH,301
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,TANAH PUTIH TANJUNG MELAWAN,9
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HILIR,TANJUNG MEDAN,55
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,BANGUN PURBA,41
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,BONAI DARUSSALAM,80
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,KABUN,91
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,KEPENUHAN,92
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,KEPENUHAN HULU,62
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,KUNTO DARUSSALAM,217
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,PAGARAN TAPAH DARUSSALAM,47
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,PENDALIAN IV KOTO,67
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,RAMBAH,109
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,RAMBAH HILIR,43
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,RAMBAH SAMO,26
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,ROKAN IV KOTO,116
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,TAMBUSAI,225
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,TAMBUSAI UTARA,135
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,TANDUN,90
"H. HERMAN MASKAR, S.Pd., M.Si.",ROKAN HULU,UJUNG BATU,219
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA DUMAI,BUKIT KAPUR,268
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA DUMAI,DUMAI BARAT,207
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA DUMAI,DUMAI KOTA,120
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA DUMAI,DUMAI SELATAN,217
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA DUMAI,DUMAI TIMUR,104
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA DUMAI,MEDANG KAMPAI,88
"H. HERMAN MASKAR, S.Pd., M.Si.",KOTA DUMAI,SUNGAI SEMBILAN,138
"H. HERMAN MASKAR, S.Pd., M.Si.",BENGKALIS,BANDAR LAKSAMANA,31
"H. HERMAN MASKAR, S.Pd., M.Si.",BENGKALIS,BANTAN,49
"H. HERMAN MASKAR, S.Pd., M.Si.",BENGKALIS,BATHIN SOLAPAN,232
"H. HERMAN MASKAR, S.Pd., M.Si.",BENGKALIS,BENGKALIS,44
"H. HERMAN MASKAR, S.Pd., M.Si.",BENGKALIS,BUKIT BATU,78
"H. HERMAN MASKAR, S.Pd., M.Si.",BENGKALIS,MANDAU,142
"H. HERMAN MASKAR, S.Pd., M.Si.",BENGKALIS,PINGGIR,49
"H. HERMAN MASKAR, S.Pd., M.Si.",BENGKALIS,RUPAT,50
"H. HERMAN MASKAR, S.Pd., M.Si.",BENGKALIS,RUPAT UTARA,21
"H. HERMAN MASKAR, S.Pd., M.Si.",BENGKALIS,SIAK KECIL,60
"H. HERMAN MASKAR, S.Pd., M.Si.",BENGKALIS,TALANG MUANDAU,32
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,BENAI,17
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,CERENTI,24
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,GUNUNGTOAR,20
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,HULU KUANTAN,129
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,INUMAN,25
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,KUANTAN HILIR,23
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,KUANTAN HILIR SEBERANG,14
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,KUANTAN MUDIK,44
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,KUANTAN TENGAH,26
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,LOGAS TANAH DARAT,113
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,PANGEAN,98
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,PUCUK RANTAU,10
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,SENTAJO RAYA,43
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,SINGINGI,56
"H. HERMAN MASKAR, S.Pd., M.Si.",KUANTAN SINGINGI,SINGINGI HILIR,65
"H. HERMAN MASKAR, S.Pd., M.Si.",PELALAWAN,BANDAR PETALANGAN,122
"H. HERMAN MASKAR, S.Pd., M.Si.",PELALAWAN,BANDAR SEI KIJANG,137
"H. HERMAN MASKAR, S.Pd., M.Si.",PELALAWAN,BUNUT,104
"H. HERMAN MASKAR, S.Pd., M.Si.",PELALAWAN,KERUMUTAN,106
"H. HERMAN MASKAR, S.Pd., M.Si.",PELALAWAN,KUALA KAMPAR,165
"H. HERMAN MASKAR, S.Pd., M.Si.",PELALAWAN,LANGGAM,102
"H. HERMAN MASKAR, S.Pd., M.Si.",PELALAWAN,PANGKALAN KERINCI,"1,679"
"H. HERMAN MASKAR, S.Pd., M.Si.",PELALAWAN,PANGKALAN KURAS,585
"H. HERMAN MASKAR, S.Pd., M.Si.",PELALAWAN,PANGKALAN LESUNG,71
"H. HERMAN MASKAR, S.Pd., M.Si.",PELALAWAN,PELALAWAN,309
"H. HERMAN MASKAR, S.Pd., M.Si.",PELALAWAN,TELUK MERANTI,219
"H. HERMAN MASKAR, S.Pd., M.Si.",PELALAWAN,UKUI,133
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,BUNGA RAYA,0
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,DAYUN,53
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,KANDIS,40
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,KERINCI KANAN,90
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,KOTO GASIB,4
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,LUBUK DALAM,60
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,MEMPURA,22
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,MINAS,165
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,PUSAKO,11
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,SABAK AUH,4
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,SIAK,69
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,SUNGAI APIT,82
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,SUNGAI MANDAU,63
"H. HERMAN MASKAR, S.Pd., M.Si.",SIAK,TUALANG,117
"H. HERMAN MASKAR, S.Pd., M.Si.",KEPULAUAN MERANTI,MERBAU,109
"H. HERMAN MASKAR, S.Pd., M.Si.",KEPULAUAN MERANTI,PULAUMERBAU,128
"H. HERMAN MASKAR, S.Pd., M.Si.",KEPULAUAN MERANTI,RANGSANG,168
"H. HERMAN MASKAR, S.Pd., M.Si.",KEPULAUAN MERANTI,RANGSANG BARAT,96
"H. HERMAN MASKAR, S.Pd., M.Si.",KEPULAUAN MERANTI,RANGSANG PESISIR,94
"H. HERMAN MASKAR, S.Pd., M.Si.",KEPULAUAN MERANTI,TASIK PUTRI PUYU,82
"H. HERMAN MASKAR, S.Pd., M.Si.",KEPULAUAN MERANTI,TEBING TINGGI,258
"H. HERMAN MASKAR, S.Pd., M.Si.",KEPULAUAN MERANTI,TEBING TINGGI BARAT,93
"H. HERMAN MASKAR, S.Pd., M.Si.",KEPULAUAN MERANTI,TEBING TINGGI TIMUR,64
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,BINAWIDYA,"1,074"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,BUKIT RAYA,"1,553"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,KULIM,806
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,LIMA PULUH,694
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,MARPOYAN DAMAI,"1,721"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,PAYUNG SEKAKI,689
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,PEKANBARU KOTA,376
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,RUMBAI,978
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,RUMBAI BARAT,384
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,RUMBAI TIMUR,911
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,SAIL,347
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,SENAPELAN,744
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,SUKAJADI,628
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,TENAYAN RAYA,"1,732"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KOTA PEKANBARU,TUAHMADANI,"1,980"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,BANGKINANG,237
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,BANGKINANG KOTA,341
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,GUNUNG SAHILAN,333
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,KAMPA,363
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,KAMPAR,"1,117"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,KAMPAR KIRI,415
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,KAMPAR KIRI HILIR,320
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,KAMPAR KIRI HULU,84
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,KAMPAR KIRI TENGAH,547
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,KAMPAR UTARA,331
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,KOTO KAMPAR HULU,329
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,KUOK,160
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,PERHENTIAN RAJA,468
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,RUMBIO JAYA,501
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,SALO,141
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,SIAK HULU,"1,011"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,TAMBANG,637
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,TAPUNG,"2,015"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,TAPUNG HILIR,"1,392"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,TAPUNG HULU,999
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",KAMPAR,XIII KOTO KAMPAR,371
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,BATANG CENAKU,"1,612"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,BATANG GANGSAL,709
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,BATANG PERANAP,933
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,KELAYANG,"1,092"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,KUALA CENAKU,376
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,LIRIK,516
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,LUBUK BATU JAYA,463
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,PASIR PENYU,405
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,PERANAP,"1,597"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,RAKIT KULIM,616
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,RENGAT,952
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,RENGAT BARAT,"1,127"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,SIBERIDA,"1,159"
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HULU,SUNGAI LALA,159
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HILIR,BATANG TUAKA,654
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HILIR,CONCONG,146
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HILIR,ENOK,566
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HILIR,GAUNG,296
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HILIR,GAUNG ANAK SERKA,340
"HOPEA INGVIRNIA ERWIN, S.H., M.H.",INDRAGIRI HILIR,KATEMAN,561
